"Value","ESP","Var","Time","Units","Pattern_check"
-0.329117145686443,"acadian_redfish_both","spring OI SST Anomaly",2007,"degreesC","Acadian redfish both"
0.0655694873938231,"acadian_redfish_both","summer OI SST Anomaly",2007,"degreesC","Acadian redfish both"
-0.0422902533583347,"acadian_redfish_both","fall OI SST Anomaly",2007,"degreesC","Acadian redfish both"
-0.303751003261183,"acadian_redfish_both","winter OI SST Anomaly",2008,"degreesC","Acadian redfish both"
0.557828885711489,"acadian_redfish_both","spring OI SST Anomaly",2008,"degreesC","Acadian redfish both"
0.933095759964257,"acadian_redfish_both","summer OI SST Anomaly",2008,"degreesC","Acadian redfish both"
0.308614252236424,"acadian_redfish_both","fall OI SST Anomaly",2008,"degreesC","Acadian redfish both"
-0.310431583551523,"acadian_redfish_both","winter OI SST Anomaly",2009,"degreesC","Acadian redfish both"
0.167445234735144,"acadian_redfish_both","spring OI SST Anomaly",2009,"degreesC","Acadian redfish both"
0.648515650216194,"acadian_redfish_both","summer OI SST Anomaly",2009,"degreesC","Acadian redfish both"
0.452335434031854,"acadian_redfish_both","fall OI SST Anomaly",2009,"degreesC","Acadian redfish both"
0.0606266518647525,"acadian_redfish_both","winter OI SST Anomaly",2010,"degreesC","Acadian redfish both"
1.60099181650125,"acadian_redfish_both","spring OI SST Anomaly",2010,"degreesC","Acadian redfish both"
1.81524160717514,"acadian_redfish_both","summer OI SST Anomaly",2010,"degreesC","Acadian redfish both"
0.609321754493687,"acadian_redfish_both","fall OI SST Anomaly",2010,"degreesC","Acadian redfish both"
0.452809441036221,"acadian_redfish_both","winter OI SST Anomaly",2011,"degreesC","Acadian redfish both"
0.5059094232306,"acadian_redfish_both","spring OI SST Anomaly",2011,"degreesC","Acadian redfish both"
1.0286637737741,"acadian_redfish_both","summer OI SST Anomaly",2011,"degreesC","Acadian redfish both"
1.38721794964221,"acadian_redfish_both","fall OI SST Anomaly",2011,"degreesC","Acadian redfish both"
1.6801314404455,"acadian_redfish_both","winter OI SST Anomaly",2012,"degreesC","Acadian redfish both"
2.25024909621653,"acadian_redfish_both","spring OI SST Anomaly",2012,"degreesC","Acadian redfish both"
2.71752068162132,"acadian_redfish_both","summer OI SST Anomaly",2012,"degreesC","Acadian redfish both"
2.049005300123,"acadian_redfish_both","fall OI SST Anomaly",2012,"degreesC","Acadian redfish both"
1.66734704753404,"acadian_redfish_both","winter OI SST Anomaly",2013,"degreesC","Acadian redfish both"
1.40960933256978,"acadian_redfish_both","spring OI SST Anomaly",2013,"degreesC","Acadian redfish both"
1.40452544769431,"acadian_redfish_both","summer OI SST Anomaly",2013,"degreesC","Acadian redfish both"
0.950910982000543,"acadian_redfish_both","fall OI SST Anomaly",2013,"degreesC","Acadian redfish both"
0.424243133822222,"acadian_redfish_both","winter OI SST Anomaly",2014,"degreesC","Acadian redfish both"
0.938202925309016,"acadian_redfish_both","spring OI SST Anomaly",2014,"degreesC","Acadian redfish both"
1.61105419258583,"acadian_redfish_both","summer OI SST Anomaly",2014,"degreesC","Acadian redfish both"
1.59169287392334,"acadian_redfish_both","fall OI SST Anomaly",2014,"degreesC","Acadian redfish both"
0.552233273004545,"acadian_redfish_both","winter OI SST Anomaly",2015,"degreesC","Acadian redfish both"
0.0835999652178145,"acadian_redfish_both","spring OI SST Anomaly",2015,"degreesC","Acadian redfish both"
1.89642760119967,"acadian_redfish_both","summer OI SST Anomaly",2015,"degreesC","Acadian redfish both"
1.47336977256297,"acadian_redfish_both","fall OI SST Anomaly",2015,"degreesC","Acadian redfish both"
1.43417522593422,"acadian_redfish_both","winter OI SST Anomaly",2016,"degreesC","Acadian redfish both"
1.23082797432186,"acadian_redfish_both","spring OI SST Anomaly",2016,"degreesC","Acadian redfish both"
2.60253908983621,"acadian_redfish_both","summer OI SST Anomaly",2016,"degreesC","Acadian redfish both"
1.63313988635337,"acadian_redfish_both","fall OI SST Anomaly",2016,"degreesC","Acadian redfish both"
1.228629318809,"acadian_redfish_both","winter OI SST Anomaly",2017,"degreesC","Acadian redfish both"
0.460322749821779,"acadian_redfish_both","spring OI SST Anomaly",2017,"degreesC","Acadian redfish both"
1.10866289662111,"acadian_redfish_both","summer OI SST Anomaly",2017,"degreesC","Acadian redfish both"
1.91596618700161,"acadian_redfish_both","fall OI SST Anomaly",2017,"degreesC","Acadian redfish both"
1.36094293598633,"acadian_redfish_both","winter OI SST Anomaly",2018,"degreesC","Acadian redfish both"
1.3438861884153,"acadian_redfish_both","spring OI SST Anomaly",2018,"degreesC","Acadian redfish both"
2.65319126392982,"acadian_redfish_both","summer OI SST Anomaly",2018,"degreesC","Acadian redfish both"
0.961594715735353,"acadian_redfish_both","fall OI SST Anomaly",2018,"degreesC","Acadian redfish both"
-0.022085711306568,"acadian_redfish_both","winter OI SST Anomaly",2019,"degreesC","Acadian redfish both"
0.389312475655611,"acadian_redfish_both","spring OI SST Anomaly",2019,"degreesC","Acadian redfish both"
1.49833504857723,"acadian_redfish_both","summer OI SST Anomaly",2019,"degreesC","Acadian redfish both"
1.12455228263666,"acadian_redfish_both","fall OI SST Anomaly",2019,"degreesC","Acadian redfish both"
1.26993028285669,"acadian_redfish_both","winter OI SST Anomaly",2020,"degreesC","Acadian redfish both"
1.05159410241412,"acadian_redfish_both","spring OI SST Anomaly",2020,"degreesC","Acadian redfish both"
2.29284064047467,"acadian_redfish_both","summer OI SST Anomaly",2020,"degreesC","Acadian redfish both"
2.49842569931415,"acadian_redfish_both","fall OI SST Anomaly",2020,"degreesC","Acadian redfish both"
