"Value","Time","ESP","Var","Units","Pattern_check"
0.987032710839424,2016,"acadian_redfish_both","summer","gC m-2 d-1","Acadian redfish both"
0.941223119658257,2015,"acadian_redfish_both","summer","gC m-2 d-1","Acadian redfish both"
0.996358169734729,2014,"acadian_redfish_both","summer","gC m-2 d-1","Acadian redfish both"
0.924847092344288,2013,"acadian_redfish_both","summer","gC m-2 d-1","Acadian redfish both"
1.11173927276158,2012,"acadian_redfish_both","summer","gC m-2 d-1","Acadian redfish both"
0.919190584959774,2011,"acadian_redfish_both","summer","gC m-2 d-1","Acadian redfish both"
1.04326116629047,2010,"acadian_redfish_both","summer","gC m-2 d-1","Acadian redfish both"
0.917355103468106,2009,"acadian_redfish_both","summer","gC m-2 d-1","Acadian redfish both"
0.920454047310837,2008,"acadian_redfish_both","summer","gC m-2 d-1","Acadian redfish both"
0.912392737026987,2007,"acadian_redfish_both","summer","gC m-2 d-1","Acadian redfish both"
1.08692741695648,2006,"acadian_redfish_both","summer","gC m-2 d-1","Acadian redfish both"
0.961871527026983,2005,"acadian_redfish_both","summer","gC m-2 d-1","Acadian redfish both"
0.772402273208663,2004,"acadian_redfish_both","summer","gC m-2 d-1","Acadian redfish both"
0.900410952508739,2003,"acadian_redfish_both","summer","gC m-2 d-1","Acadian redfish both"
1.01655940711184,2002,"acadian_redfish_both","summer","gC m-2 d-1","Acadian redfish both"
0.728412448059223,2001,"acadian_redfish_both","summer","gC m-2 d-1","Acadian redfish both"
0.801487586027254,2000,"acadian_redfish_both","summer","gC m-2 d-1","Acadian redfish both"
0.868493313461875,1999,"acadian_redfish_both","summer","gC m-2 d-1","Acadian redfish both"
0.743581109966328,1998,"acadian_redfish_both","summer","gC m-2 d-1","Acadian redfish both"
0.403487025855211,2019,"acadian_redfish_both","fall","gC m-2 d-1","Acadian redfish both"
0.363427748100416,2018,"acadian_redfish_both","fall","gC m-2 d-1","Acadian redfish both"
0.503982647385778,2017,"acadian_redfish_both","fall","gC m-2 d-1","Acadian redfish both"
0.455326129779031,2016,"acadian_redfish_both","fall","gC m-2 d-1","Acadian redfish both"
0.426739329439175,2015,"acadian_redfish_both","fall","gC m-2 d-1","Acadian redfish both"
0.415949139590002,2014,"acadian_redfish_both","fall","gC m-2 d-1","Acadian redfish both"
0.413402585980761,2013,"acadian_redfish_both","fall","gC m-2 d-1","Acadian redfish both"
0.513487788160893,2012,"acadian_redfish_both","fall","gC m-2 d-1","Acadian redfish both"
0.47133184167345,2011,"acadian_redfish_both","fall","gC m-2 d-1","Acadian redfish both"
0.456136288036909,2010,"acadian_redfish_both","fall","gC m-2 d-1","Acadian redfish both"
0.446680043201368,2009,"acadian_redfish_both","fall","gC m-2 d-1","Acadian redfish both"
0.425749370054231,2008,"acadian_redfish_both","fall","gC m-2 d-1","Acadian redfish both"
0.425759462925193,2007,"acadian_redfish_both","fall","gC m-2 d-1","Acadian redfish both"
0.47652646938809,2006,"acadian_redfish_both","fall","gC m-2 d-1","Acadian redfish both"
0.423952180563134,2005,"acadian_redfish_both","fall","gC m-2 d-1","Acadian redfish both"
0.382350125262286,2004,"acadian_redfish_both","fall","gC m-2 d-1","Acadian redfish both"
0.388543320693674,2003,"acadian_redfish_both","fall","gC m-2 d-1","Acadian redfish both"
0.482645456326704,2002,"acadian_redfish_both","fall","gC m-2 d-1","Acadian redfish both"
0.518022619318213,2001,"acadian_redfish_both","fall","gC m-2 d-1","Acadian redfish both"
0.503335904615126,2000,"acadian_redfish_both","fall","gC m-2 d-1","Acadian redfish both"
0.564147893365315,1999,"acadian_redfish_both","fall","gC m-2 d-1","Acadian redfish both"
0.478705692889443,1998,"acadian_redfish_both","fall","gC m-2 d-1","Acadian redfish both"
