"","YEAR","SVSPP","N","strat.biomass","biomass.var","biomass.SE","strat.abund","abund.var","abund.SE","tot.biomass","tot.bio.var","tot.bio.SE","tot.abundance","tot.abund.var","tot.abund.SE","Species"
"35",1998,141,46,0.339419841787872,0.0574375103532775,0.0353361221615937,7.09801302435965,2.39375361509767,0.228118657867656,515776.735805205,132630880340.545,364185.228064711,10786022,5527496706177.32,2351062.88860535,"Black sea bass"
"36",1999,141,55,0.217601968872261,0.00127290031965649,0.00481078394605,7.29511519906508,4.91296371242114,0.298875581058593,460516.880058229,5701115792.77911,75505.7335093111,15438848,22004374244947.7,4690882.03272558,"Black sea bass"
"37",2000,141,57,1.4672120156867,0.369672389361596,0.0805324811185879,11.8073647014455,1.50941296447198,0.162729619926007,2307399.46928604,914274993367.484,956177.281348749,18568759,3733085206781.7,1932119.35624632,"Black sea bass"
"38",2001,141,53,0.734864520025072,0.00520145641060774,0.0099065981543918,21.1161160380351,0.0691894538148981,0.036131169268845,712226.386669931,4885921924.33521,69899.3699852525,20465616,64992233451.6863,254935.743770242,"Black sea bass"
"39",2002,141,63,3.31247416291585,0.609357822784696,0.0983480878990937,62.6440307083566,740.494916568951,3.42839431287979,5271113.7636976,1543022187101.89,1242184.44165989,99684947,1875088893551087,43302296.6313692,"Black sea bass"
"40",2003,141,50,1.21244590542427,0.0783933369605594,0.0395962970391322,10.1621804175712,9.04232228229615,0.425260444487755,1286025.16659412,88196904769.4352,296979.636960912,10778889,10173120167437.8,3189532.90740789,"Black sea bass"
"41",2004,141,50,0.505489758831368,0.0252658039262818,0.0224792366090496,6.77274373596256,10.3539173980278,0.455058620356275,811750.14924854,65155810764.1666,255256.362827975,10876137,26700827910406.1,5167284.3845105,"Black sea bass"
"42",2005,141,34,0.904865545809927,0.266025399032859,0.0884549401794095,32.1967263099768,402.668537766013,3.44139394537093,589036.667651909,112730039775.99,335752.94455297,20958973,170633482531852,13062675.1675088,"Black sea bass"
"43",2006,141,54,0.378801230945276,0.00524434711409432,0.00985482314148228,5.76382455529113,4.6015924819,0.291915528176801,608927.755962427,13551900573.8271,116412.630645592,9265421,11890960388259.6,3448327.18695016,"Black sea bass"
"44",2007,141,37,0.820373934894159,0.00282663401896079,0.00874045273575501,10.8483512739466,4.62076944126825,0.353391653233091,871811.737185069,3192208854.23217,56499.6358769875,11528548,5218383782561.61,2284378.2047992,"Black sea bass"
"45",2008,141,43,0.798268888564501,0.0369331158264724,0.0293071607356134,10.4802319181463,22.3185646986031,0.720441800799764,834821.568395015,40392884040.0346,200979.810030845,10960121,24409291651599.9,4940576.0445114,"Black sea bass"
"46",2009,141,65,1.46773913279302,0.524268685239332,0.0898090868487432,8.0219693040769,10.0327075883925,0.392873195209003,2406069.69823283,1408875374519.84,1186960.5614846,13150441,26961050810410.2,5192403.18257454,"Black sea bass"
"47",2010,141,69,0.376164512467577,0.0053801236988199,0.008830221244639,1.75383860133567,0.140541219525956,0.0451312449251305,805208.992495067,24652096017.2053,157009.859617813,3754226,643969512985.165,802477.11056775,"Black sea bass"
"48",2011,141,62,0.622958715132575,0.0366166575145427,0.0243020832488608,2.75275729423196,0.880567023313485,0.11917505579781,1094546.50538347,113039077214.449,336212.845106264,4836630,2718393498950.51,1648755.13614075,"Black sea bass"
"49",2012,141,93,0.52136954839991,0.0153293099267002,0.012838663853159,4.53880892142653,1.14138866805635,0.110783556680193,1121995.95322721,70992727585.9625,266444.60509825,9767592,5285971460456.45,2299124.06373742,"Black sea bass"
"50",2013,141,61,0.732868309952644,0.0247048616406487,0.0201245554438828,2.53176695164731,0.658489275582467,0.103898537800537,960140.217136016,42403320165.2882,205920.664735932,3316901,1130228211114.11,1063121.91733315,"Black sea bass"
"51",2014,141,84,0.447853101999073,0.00426967280483944,0.00712947670960853,2.75632298014709,1.10237150801005,0.114557716167236,1066737.69759341,24223601196.2612,155639.330492846,6565264,6254204713272.13,2500840.80126507,"Black sea bass"
"52",2015,141,75,1.39455378915015,0.141128908834799,0.0433787826530896,6.59440999562464,8.61717303960531,0.338962594585407,2387302.79552648,413580883698.08,643102.545243043,11288810,25252785344433,5025214.9550475,"Black sea bass"
"53",2016,141,82,0.370182938788646,0.00465699982308445,0.00753609187638543,2.23843931400841,0.286538818331639,0.0591132458363831,882001.20086375,26436975988.8132,162594.514018196,5333326,1626630910000.59,1275394.41350532,"Black sea bass"
"54",2017,141,5,0.244688501000155,0.00496657181239228,0.0315168901143253,0.578117592155353,0.110737982593278,0.148820685788823,13351.453737798,14787225.9554538,3845.41622655516,31545,329705807.610011,18157.8029400589,"Black sea bass"
"55",2018,141,69,1.03552557391958,0.141676511907182,0.0453131634435679,2.34472886041407,0.269546702991144,0.0625017916254677,1879162.64394639,466557246263.21,683049.958834059,4254967,887648670862.716,942151.087067629,"Black sea bass"
"56",2019,141,82,1.04601831375006,0.0825744851455296,0.0317333565260421,6.73924355213184,9.01812905378642,0.331628080208479,1592448.98123228,191380794286.28,437470.906788417,10259764,20901089461812.5,4571770.93278005,"Black sea bass"
